sponsor_ref,global_id
1509851,03337622
1509856,03337623
1509860,03337624
1509860,03337624
1509864,03337625
1509874,03337626
1509888,03337627
1509894,03337628
1509894,03337628
1509903,03337629
1509903,03337629
1509903,03337629
1509903,03337629
1509913,03337631
1509921,03337632
1509927,03337633
1509927,03337633
1509959,03337638
1509964,03337639
1509968,03337640
1509968,03337640
1509978,03337642
1509982,03337643
1509986,03337644
1509998,03337646
1509998,03337646
1509998,03337646
1509998,03337646
1509998,03337646
1509998,03337646
1510012,03337648
1510017,03337649
1510026,03337650
1510051,03337652
1510061,03337653
1510073,03337655
1510080,03337656
1510085,03337657
1510085,03337657
1510085,03337657
1510089,03337658
1510098,03337660
1510104,03337661
1510110,03337662
1510128,03337664
1510137,03337666
1510155,03337668
1510161,03337669
1510165,03337670
1510169,03337671
1510176,03337672
1510176,03337672
1510176,03337672
1510201,03337675
1510201,03337675
1510201,03337675
1510209,03337676
1510215,03337677
1510223,03337678
1510227,03337679
1510237,03337680
1510244,03337681
1510253,03337682
1510259,03337683
1510264,03337684
1510273,03337686
1510273,03337686
1510279,03337687
1510287,03337688
1510295,03337689
1510303,03337691
1510316,03337693
1510321,03337694
1510325,03337695
1510329,03337696
1510333,03337697
1510337,03337698
1510361,03337701
1510361,03337701
1510365,03337702
1510383,03337705
1510394,03337707
1510398,03337708
1510405,03337709
1510405,03337709
1510405,03337709
1510405,03337709
1510405,03337709
1510405,03337709
1510413,03337710
1510422,03337711
1510431,03337713
1510435,03337714
1510441,03337715
1510441,03337715
1510445,03337716
1510452,03337717
1510452,03337717
1510452,03337717
1510461,03337718
1510465,03337719
1510476,03337720
1510481,03337721
1510489,03337722
1510495,03337723
1510499,03337724
1510499,03337724
1510504,03337725
1510509,03337726
1510514,03337727
1510518,03337728
1510522,03337729
1510528,03337730
1510541,03337732
1510541,03337732
1510567,03337735
1510571,03337736
1510576,03337737
1510581,03337738
1510590,03337739
1510597,03337740
1510602,03337741
1510608,03337742
1510612,03337743
1510616,03337744
1510621,03337745
1510631,03337747
1510637,03337748
1510641,03337749
1510648,03337750
1510653,03337751
1510658,03337752
1510673,03337755
1510677,03337756
1510701,03337759
1510705,03337760
1510709,03337761
1510719,03337763
1510723,03337764
1510727,03337765
1510731,03337766
1510735,03337767
1510744,03337769
1510749,03337770
1510761,03337771
1510765,03337772
1510773,03337774
1510782,03337776
1510787,03337777
1510791,03337778
1510795,03342779
1510804,03342781
1510810,03342782
1510819,03342784
1510823,03342785
1510840,03342788
1510848,03342790
1510857,03342791
1510864,03342792
1510868,03342793
1510878,03342794
1510882,03342795
1510886,03342796
1510886,03342796
1510886,03342796
1510891,03342797
1510895,03342798
1510905,03342799
1510916,03342801
1510930,03342802
1510942,03342803
1510954,03342805
1510959,03342806
1510972,03342807
1510977,03342808
1510981,03342809
1510990,03342811
1510994,03342812
1511001,03342813
1511006,03342814
1511006,03342814
1511011,03342815
1511015,03342816
1511015,03342816
1511021,03342817
1511021,03342817
1511027,03342818
1511031,03342819
1511035,03342820
1511035,03342820
1511040,03342821
1511050,03342823
1511056,03342824
1511060,03342825
1511065,03342826
1511065,03342826
1511065,03342826
1511075,03342828
1511075,03342828
1511086,03342829
1511086,03342829
1511091,03342830
1511097,03342831
1511102,03342832
1511107,03342833
1511111,03342834
1511118,03342835
1511123,03342836
1511128,03342837
1511135,03342838
1511147,03342839
1511151,03342840
1511160,03342842
1511172,03342844
1511177,03342845
1511186,03342847
1511193,03342848
1511193,03342848
1511205,03342850
1511212,03342851
1511222,03342852
1511226,03342853
1511237,03342855
1511246,03342857
1511253,03342858
1511259,03342859
1511263,03342860
1511263,03342860
1511271,03342861
1511277,03342862
1511284,03342863
1511298,03342865
1511298,03342865
1511307,03342867
1511314,03342868
1511325,03342869
1511335,03342871
1511343,03342872
1511343,03342872
1511348,03342873
1511348,03342873
1511348,03342873
1511356,03342874
1511369,03342876
1511378,03342878
1511399,03342881
1511406,03342882
1511406,03342882
1511420,03342884
1511426,03342885
1511430,03342886
1511430,03342886
1511436,03342887
1511444,03342888
1511458,03342890
1511458,03342890
1511458,03342890
1511464,03342891
1511470,03342892
1511474,03342893
1511480,03342894
1511480,03342894
1511501,03342896
1511508,03342897
1511515,03342898
1511521,03342899
1511525,03342900
1511525,03342900
1511529,03342901
1511543,03342903
1511543,03342903
1511547,03342904
1511556,03342905
1511561,03342906
1511565,03342907
1511570,03342908
1511575,03342909
1511582,03342910
1511582,03342910
1511582,03342910
1511582,03342910
1511582,03342910
1511582,03342910
1511587,03342911
1511587,03342911
1511587,03342911
1511591,03342912
1511595,03342913
1511599,03342914
1511603,03342915
1511612,03342916
1511618,03342917
1511625,03342918
1511630,03342919
1511636,03342920
1511640,03342921
1511646,03342922
1511651,03342923
1511656,03342924
1511660,03342925
1511664,03342926
1511664,03342926
1511669,03342927
1511673,03342928
1511673,03342928
1511677,03342929
1511677,03342929
1511682,03342930
1511688,03342931
1511702,03342933
1511702,03342933
1511716,03342934
1511722,03342935
1511727,03342936
1511735,03342937
1511745,03342938
1511753,03342940
1511753,03342940
1511753,03342940
1511758,03342941
1511758,03342941
1511767,03342942
1511771,03342943
1511775,03342944
1511782,03342945
1511788,03342946
1511795,03342947
1511795,03342947
1511801,03342948
1511805,03342949
1511810,03342950
1511816,03342951
1511821,03342952
1511825,03342953
1511829,03342954
1511829,03342954
1511829,03342954
1511829,03342954
1511834,03342955
1511852,03342956
1511874,03342958
1511879,03342959
1511885,03342960
1511892,03342961
1511899,03342962
1511908,03342963
1511908,03342963
1511918,03342964
1511922,03342965
1511931,03342966
1511942,03342967
1511946,03342968
1511950,03342969
1511961,03342970
1511965,03342971
1511965,03342971
1511965,03342971
1511970,03342972
1511975,03342973
1511992,03342974
1512014,03342976
1512020,03342977
1512034,03347779
1512039,03347780
1512043,03347781
1512050,03347782
1512050,03347782
1512050,03347782
1512050,03347782
1512055,03347783
1512063,03347784
1512067,03347785
1512067,03347785
1512074,03347786
1512079,03347787
1512083,03347788
1512090,03347789
1512096,03347790
1512117,03347792
1512130,03347793
1512158,03347795
1512182,03347797
1512182,03347797
1512182,03347797
1512182,03347797
1512182,03347797
1512182,03347797
1512194,03347798
1512243,03347799
1512243,03347799
1512272,03347800
1512291,03347801
1512302,03347802
1512302,03347802
1512302,03347802
1512307,03347803
1512313,03347804
1512364,03347805
1512404,03347807
1512439,03347808
1512448,03347809
1512463,03347810
1512468,03347811
1512472,03347812
1512476,03347813
1512481,03347814
1512504,03347815
1512512,03347816
1512520,03347818
1512524,03347819
1512528,03347820
1512528,03347820
1512528,03347820
1512532,03347821
1512536,03347822
1512540,03347823
1512544,03347824
1512552,03347825
1512582,03347826
1512587,03347827
1512587,03347827
1512595,03347828
1512595,03347828
1512611,03347829
1512615,03347830
1512619,03347831
1512641,03347833
1512663,03347834
1512672,03347836
1512698,03347839
1512702,03347840
1512710,03347841
1512714,03347842
1512718,03347843
1512718,03347843
1512718,03347843
1512722,03347844
1512735,03347845
1512735,03347845
1512735,03347845
1512744,03347846
1512760,03347848
1512789,03347849
1512800,03347850
1512805,03347851
1512817,03347852
1512817,03347852
1512836,03347853
1512842,03347854
1512850,03347855
1512858,03347856
1512878,03347857
1512885,03347858
1512890,03347859
1512907,03347861
1512911,03347862
1512915,03347863
1512922,03347864
1512928,03347865
1512932,03347866
1512936,03347867
1512944,03347868
1512952,03347869
1512960,03347870
1512972,03347872
1512976,03347873
1512984,03347875
1512988,03347876
1513002,03347878
1513008,03347879
1513018,03347880
1513018,03347880
1513022,03347881
1513028,03347882
1513035,03347883
1513051,03347884
1513051,03347884
1513051,03347884
1513057,03347885
1513073,03347886
1513084,03347887
1513091,03347888
1513095,03347889
1513103,03347890
1513108,03347891
1513113,03347892
1513113,03347892
1513119,03347893
1513129,03347894
1513134,03347895
1513150,03347896
1513150,03347896
1513156,03347897
1513160,03347898
1513165,03347899
1513182,03347900
1513198,03347901
1513211,03347902
1513224,03347903
1513229,03347904
1513261,03347906
1513261,03347906
1513275,03347907
1513275,03347907
1513286,03347908
1513324,03347909
1513328,03347910
1513342,03347911
1513342,03347911
1513342,03347911
1513346,03347912
1513352,03347913
1513387,03347916
1513387,03347916
1513393,03347917
1513402,03347918
1513410,03347919
1513415,03347920
1513430,03347921
1513430,03347921
1513445,03347922
1513461,03347923
618314,03404221
750554,03404223
750554,03404223
751456,03404227
751866,03404228
752170,03404229
752391,03404233
752391,03404233
752391,03404233
752582,03404235
752620,03404236
752687,03404237
752693,03404238
752773,03404241
752877,03404245
752908,03404246
752928,03404247
752994,03404250
753051,03404252
753069,03404253
753089,03404254
753199,03404257
753332,03404260
753332,03404260
753339,03404261
753702,03404269
753702,03404269
753724,03404271
753763,03404273
753809,03404274
753916,03404279
753948,03404280
754089,03404284
754102,03404285
754128,03404287
754139,03404288
754139,03404288
754139,03404288
754154,03404289
754154,03404289
754171,03404291
754179,03404292
754208,03404293
754219,03404294
754228,03404295
754265,03404297
754279,03404298
754427,03404310
754434,03404311
754444,03404312
754444,03404312
754444,03404312
750159,03404314
750159,03404314
750537,03404315
750537,03404315
751230,03404318
752163,03404321
752380,03404323
752386,03404324
752516,03404326
752581,03404327
752734,03404332
752772,03404333
752781,03404334
752781,03404334
752781,03404334
752781,03404334
752841,03404336
752904,03404338
752904,03404338
752944,03404340
752944,03404340
752944,03404340
752944,03404340
752993,03404342
753050,03404344
753050,03404344
753076,03404346
753102,03404347
753150,03404348
753150,03404348
753150,03404348
753331,03404352
753331,03404352
753343,03404354
753476,03404357
753588,03404360
753588,03404360
753588,03404360
753588,03404360
753588,03404360
753588,03404360
753701,03404361
753709,03404362
753723,03404363
753751,03404364
753751,03404364
753751,03404364
753762,03404365
753812,03404367
753812,03404367
753812,03404367
753849,03404368
753867,03404369
753915,03404371
754088,03404376
754218,03407786
754245,03407788
754245,03407788
754282,03407791
754289,03407792
754289,03407792
754300,03407793
754320,03407795
754403,03407800
754417,03407802
754452,03407803
754452,03407803
754452,03407803
754463,03407804
754483,03407806
754498,03407808
754550,03407813
754591,03407816
754595,03407817
754615,03407818
754668,03407822
754689,03407824
754689,03407824
754694,03407825
754694,03407825
754702,03407826
754707,03407827
754717,03407828
754751,03407831
754833,03407839
754837,03407840
754841,03407841
754879,03407848
754897,03407851
754902,03407852
754911,03407853
754911,03407853
754911,03407853
754949,03407857
754959,03407858
754998,03407864
754998,03407864
754998,03407864
755059,03407867
755059,03407867
755083,03407869
755101,03407870
755113,03407871
755160,03407875
755190,03407877
755207,03407879
755262,03407882
755271,03407883
755271,03407883
755271,03407883
755285,03407885
755307,03407887
755344,03407889
755348,03407890
755354,03407891
755375,03407893
755385,03407895
754433,03407896
754433,03407896
754482,03407902
754486,03407903
754510,03407906
754545,03407908
754618,03407915
754618,03407915
754640,03407918
754682,03407920
754692,03407921
754727,03407925
754727,03407925
754750,03407927
754766,03407929
754770,03407930
754793,03407932
754825,03407935
754840,03407937
754840,03407937
754840,03407937
754844,03407938
754865,03407942
754869,03407943
754877,03407944
754896,03407947
754901,03407948
754901,03407948
754952,03407954
754952,03407954
754971,03407956
754976,03407957
754976,03407957
754985,03407958
754993,03407959
755082,03407965
755128,03407968
755196,03407974
755205,03407975
755245,03407977
755347,03410986
755353,03410987
755357,03410988
755404,03410990
755408,03410991
755429,03410993
755440,03410994
755444,03410995
755499,03411001
755549,03411004
755549,03411004
755549,03411004
755582,03411007
755603,03411010
755607,03411011
755624,03411013
755646,03411014
755671,03411015
755671,03411015
755692,03411016
780026,03411019
1500387,03411020
1500391,03411021
1500398,03411022
1500402,03411023
1500407,03411024
1501009,03411026
1501020,03411028
1501024,03411029
1501024,03411029
1501024,03411029
1501033,03411031
1501038,03411032
1501054,03411034
1501060,03411035
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501067,03411036
1501076,03411037
1501080,03411038
1501088,03411040
1501099,03411041
1501126,03411044
1501126,03411044
1501126,03411044
1501126,03411044
1501126,03411044
1501151,03411048
1501156,03411049
1501167,03411051
1501167,03411051
1501172,03411052
1501176,03411053
1501181,03411054
1501302,03411057
1501327,03411059
1501333,03411060
1501340,03411061
1501348,03411062
1501352,03411063
1501358,03411064
1501358,03411064
1501362,03411065
1501366,03411066
1501370,03411067
1501379,03411068
1501389,03411069
1501394,03411070
1501398,03411071
1501404,03411072
1501413,03411073
1501443,03411075
1501471,03411076
1501503,03411077
1501508,03411078
1501512,03411079
750058,03411081
750058,03411081
750525,03411082
750525,03411082
750525,03411082
750601,03411083
751070,03411084
751070,03411084
751149,03411085
751660,03411087
751660,03411087
752151,03411088
752379,03411090
752389,03411092
752389,03411092
752561,03411094
752705,03411098
752732,03411099
752745,03411100
752879,03411105
752910,03411106
753049,03411111
753099,03411114
753099,03411114
753335,03411120
753335,03411120
753342,03411121
753536,03411126
753708,03411129
753722,03411130
753722,03411130
753765,03411133
754087,03411143
754104,03411145
754125,03411146
754232,03411155
754274,03411157
754281,03411158
754281,03411158
754281,03411158
754299,03411160
754299,03411160
754312,03411161
754319,03411162
754336,03411163
754336,03411163
755383,03411174
755383,03411174
755383,03411174
755383,03411174
755401,03411176
755428,03414379
755428,03414379
755443,03414381
755471,03414384
755478,03414385
755496,03414387
755511,03414389
755511,03414389
755562,03414392
755598,03414395
755621,03414399
755659,03414401
755700,03414403
755720,03414404
780023,03414405
1500386,03414406
1500390,03414407
1500395,03414408
1500401,03414409
1501003,03414411
1501019,03414414
1501028,03414416
1501037,03414418
1501045,03414419
1501052,03414420
1501058,03414421
1501064,03414422
1501075,03414423
1501105,03414428
1501105,03414428
1501124,03414430
1501130,03414431
1501150,03414434
1501166,03414437
1501175,03414439
1501180,03414440
1501285,03414443
1501285,03414443
1501320,03414444
1501320,03414444
1501320,03414444
1501339,03414447
1501351,03414449
1501361,03414451
1501361,03414451
1501361,03414451
1501365,03414452
1501369,03414453
1501378,03414454
1501378,03414454
1501387,03414455
1501387,03414455
1501387,03414455
1501397,03414457
1501403,03414458
1501418,03414460
1501438,03414461
1501469,03414462
1501469,03414462
1501507,03414464
750381,03414469
751039,03414471
751911,03414475
751911,03414475
752702,03414485
752774,03414488
752870,03414491
752870,03414491
752870,03414491
753024,03414498
753024,03414498
753024,03414498
753052,03414499
753114,03414502
753204,03414504
753281,03414505
753333,03414507
753333,03414507
753474,03414511
753478,03414512
753478,03414512
753703,03414516
753711,03414517
753764,03414520
753852,03414523
753905,03414525
753932,03414526
753983,03414528
753983,03414528
754117,03414533
754129,03414534
754172,03414538
754266,03414544
754266,03414544
754284,03414546
754284,03414546
754355,03414552
754368,03414553
754405,03414555
754415,03414556
754428,03414557
754428,03414557
1501520,03414559
1501553,03414561
1501553,03414561
1501553,03414561
1501553,03414561
1501553,03414561
1501553,03414561
1501557,03414562
1501563,03414563
1501567,03414564
1501595,03414569
1501595,03414569
1501610,03414572
1501624,03414574
1501624,03414574
1501629,03414575
1501641,03414578
1501641,03414578
1501641,03414578
1501641,03414578
1501641,03414578
1501641,03414578
1501641,03414578
1501641,03414578
1501641,03414578
1501641,03414578
1501641,03414578
1501641,03414578
1501641,03414578
1501641,03414578
1501650,03416980
1501661,03416982
1501673,03416985
1501687,03416988
1501691,03416989
1501691,03416989
1501719,03416996
1501730,03416998
1501740,03417000
1501744,03417001
1501744,03417001
1501748,03417002
1501752,03417003
1501757,03417004
1501795,03417007
1501843,03417009
1501877,03417010
1502026,03417014
1502065,03417015
1502105,03417016
1502195,03417020
1502212,03417021
1502255,03417022
1502255,03417022
1502285,03417024
1502328,03417025
1502328,03417025
1502365,03417026
1502427,03417027
1502427,03417027
1502427,03417027
1502451,03417028
1502539,03417031
1502568,03417032
1502581,03417033
1502618,03417034
1502618,03417034
1502618,03417034
1502634,03417035
1502634,03417035
1502634,03417035
1502687,03417037
1502687,03417037
1502704,03417038
1502748,03417039
1502772,03417040
1502854,03417042
1502913,03417044
1502931,03417045
1502941,03417046
1502976,03417047
1502976,03417047
1502992,03417048
1503025,03417049
1503066,03417050
754484,03417057
754499,03417059
754508,03417060
754526,03417062
754578,03417066
754592,03417067
754592,03417067
754596,03417068
754620,03417070
754695,03417076
754695,03417076
754695,03417076
754695,03417076
754695,03417076
754704,03417077
754709,03417078
754752,03417082
754752,03417082
754764,03417083
754768,03417084
754772,03417085
754815,03417088
754846,03417093
754846,03417093
754858,03417096
754867,03417097
754871,03417098
754898,03417102
754908,03417103
754946,03417107
754950,03417108
754961,03417109
754995,03417114
755133,03417123
755179,03417127
755208,03417130
755227,03417131
755304,03417137
755304,03417137
755304,03417137
755349,03417141
755355,03417142
755355,03417142
755381,03417145
755405,03417148
755441,03417152
755466,03417155
755476,03417156
755480,03417157
755494,03417158
755500,03417159
755509,03417160
755540,03417161
755564,03417164
755583,03417165
755600,03417167
755600,03417167
755604,03417168
1500408,03419982
1501021,03419986
1501034,03419989
1501055,03419992
1501085,03419997
1501085,03419997
1501112,03420000
1501122,03420001
1501127,03420002
1501168,03420009
1501173,03420010
1501177,03420011
1501182,03420012
1501194,03420014
1501335,03420018
1501349,03420020
1501353,03420021
1501353,03420021
1501367,03420024
1501405,03420030
1501416,03420031
1501497,03420034
1501504,03420035
1501509,03420036
1503123,03420037
1503140,03420038
1503158,03420039
1503221,03420041
1503221,03420041
1503246,03420042
1503268,03420043
1503290,03420044
1503314,03420045
1503375,03420047
1503459,03420049
1503498,03420050
1503524,03420051
1503544,03420052
1503670,03420056
1503696,03420058
1503696,03420058
1503714,03420059
1503714,03420059
1503736,03420060
1503829,03420062
1503829,03420062
1503840,03420063
1503909,03420065
1503948,03420066
1503948,03420066
1504001,03420068
1504024,03420069
1504057,03420070
1504103,03420071
1504150,03420072
1504207,03420073
1504231,03420074
1504257,03420075
1504311,03420076
1504417,03420080
1504417,03420080
1504473,03420081
1504515,03420082
1504515,03420082
1504515,03420082
1504515,03420082
1504537,03420083
1504626,03420085
1504626,03420085
1504653,03420086
1504686,03420087
1504715,03420088
1504766,03420090
1504804,03420092
1504816,03420093
1504865,03420095
1504912,03420097
1504912,03420097
1505013,03420099
1505063,03420101
1505074,03420102
1505074,03420102
1505110,03420103
1505120,03420104
1505221,03420107
1505245,03420108
1505267,03420109
1505339,03420111
1505352,03420112
1505378,03420113
1505382,03420114
1505393,03420116
1505397,03420117
1505417,03420121
1505425,03420122
1505449,03420124
1505488,03420128
1505488,03420128
1505505,03420129
1501513,03420131
1501513,03420131
1501521,03420133
1501550,03420134
1501564,03420137
1501568,03420138
1501573,03420139
1501579,03420140
1501586,03420141
1501601,03420144
1501611,03420146
1501619,03420147
1501630,03420149
1501630,03420149
1501642,03420152
1501651,03420154
1501651,03420154
1501658,03420155
1501658,03420155
1501662,03420156
1501666,03420157
1501670,03420158
1501688,03420162
1501692,03420163
1501700,03420165
1501700,03420165
1501700,03420165
1501700,03420165
1501708,03420167
1501712,03420168
1501716,03420169
1501720,03420170
1501720,03420170
1501724,03420171
1501731,03420172
1501741,03420174
1501745,03420175
1501753,03420177
1501758,03420178
1501880,03422184
1502000,03422187
1502034,03422188
1502084,03422189
1502108,03422190
1502123,03422191
1502152,03422192
1502225,03422195
1502257,03422196
1502270,03422197
1502294,03422198
1502331,03422199
1502392,03422200
1502428,03422201
1502428,03422201
1502464,03422202
1502500,03422203
1502525,03422204
1502541,03422205
1502570,03422206
1502635,03422209
1502664,03422210
1502691,03422211
1502706,03422212
1502753,03422213
1502792,03422214
1502855,03422216
1505540,03422219
1505540,03422219
1505549,03422221
1505555,03422222
1505559,03422223
1505559,03422223
1505564,03422224
1505574,03422226
1505583,03422228
1505583,03422228
1505600,03422231
1505640,03422240
1505640,03422240
1505649,03422242
1505657,03422244
1505657,03422244
1505661,03422245
1505685,03422249
1505701,03422252
1505724,03422257
1505764,03422264
1505768,03422265
1505768,03422265
1505768,03422265
1505768,03422265
1505773,03422266
1505786,03422268
1505806,03422272
1505806,03422272
1505833,03422273
1505833,03422273
1505833,03422273
1505837,03422274
1505849,03422276
1505859,03422278
1505864,03422279
1505872,03422281
1505876,03422282
1505885,03422284
1505905,03422288
1505905,03422288
1505905,03422288
1505905,03422288
1505905,03422288
1505905,03422288
1505913,03422290
1505913,03422290
1505935,03422295
1505945,03422297
1505950,03422298
1505966,03422300
1505966,03422300
1505984,03422304
1505992,03422306
1506017,03422311
1502933,03422314
1502957,03422315
1502981,03422316
1503003,03422317
1503124,03422321
1503143,03422322
1503187,03422324
1503230,03422325
1503276,03422327
1503299,03422328
1503299,03422328
1503326,03422329
1503362,03422330
1503362,03422330
1503401,03422331
1503430,03422332
1503463,03422333
1503499,03422334
1503525,03422335
1503525,03422335
1503546,03422336
1503568,03422337
1503568,03422337
1503629,03422338
1503657,03422339
1503675,03422340
1503691,03422341
1503701,03422342
1503726,03422343
1503750,03422344
1503779,03422345
1503847,03422347
1503874,03422348
1503874,03422348
1503914,03422349
1503914,03422349
1503949,03422350
1504026,03422353
1504026,03422353
1504075,03422354
1504075,03422354
1504171,03422356
1504215,03422357
1504215,03422357
1504233,03422358
1504233,03422358
1504262,03422359
1504262,03422359
1504318,03422360
1504350,03422361
1504382,03422362
1504382,03422362
1504382,03422362
1504382,03422362
1504382,03422362
1504382,03422362
1504403,03422363
1504487,03422365
1504631,03422369
1504657,03422370
1504694,03422371
1504769,03422374
1504805,03422376
1504874,03425110
1504874,03425110
1504874,03425110
1504899,03425111
1504920,03425112
1504974,03425113
1505055,03425115
1505089,03425117
1505186,03425120
1505199,03425121
1505222,03425122
1505275,03425124
1505319,03425125
1505342,03425126
1505353,03425127
1505379,03425128
1505388,03425130
1505394,03425131
1505398,03425132
1505446,03425138
1505446,03425138
1505446,03425138
1506030,03425139
1506034,03425140
1506049,03425143
1506054,03425144
1506060,03425145
1506060,03425145
1506068,03425147
1506068,03425147
1506084,03425151
1506102,03425155
1506114,03425158
1506118,03425159
1506122,03425160
1506126,03425161
1506130,03425162
1506144,03425165
1506154,03425167
1506158,03425168
1506170,03425171
1506179,03425173
1506189,03425175
1506189,03425175
1506226,03425183
1506230,03425184
1506248,03425188
1506321,03425191
1506321,03425191
1506348,03425193
1506348,03425193
1506365,03425194
1506394,03425195
1506394,03425195
1506394,03425195
1506421,03425196
1506421,03425196
1506421,03425196
1506430,03425197
1506434,03425198
1506460,03425204
1506460,03425204
1506460,03425204
1506460,03425204
1506464,03425205
1506468,03425206
1506472,03425207
1506493,03425211
1506493,03425211
1506497,03425212
1506511,03425215
1506521,03425217
1506525,03425218
1506525,03425218
1506535,03425220
1506551,03425223
1506551,03425223
1506581,03425229
1506581,03425229
1506585,03425230
1506609,03425233
1506619,03425235
1506619,03425235
1505450,03425236
1505474,03425238
1505489,03425240
1505510,03425241
1505510,03425241
1505541,03425243
1505550,03425245
1505556,03425246
1505561,03425247
1505569,03425249
1505591,03425253
1505595,03425254
1505595,03425254
1505646,03425265
1505662,03425269
1505678,03425272
1505678,03425272
1505692,03425274
1505696,03425275
1505696,03425275
1505696,03425275
1505696,03425275
1505696,03425275
1505696,03425275
1505696,03425275
1505711,03425278
1505711,03425278
1505721,03425280
1505740,03425283
1505748,03425285
1505765,03425288
1505769,03425289
1505774,03425290
1505787,03425292
1505795,03425294
1505803,03425295
1505807,03425296
1505834,03425297
1505840,03425298
1505850,03425300
1505869,03425304
1505869,03425304
1505873,03425305
1505881,03425307
1505892,03425309
1505896,03427510
1505900,03427511
1505900,03427511
1505906,03427512
1505906,03427512
1505906,03427512
1505910,03427513
1505914,03427514
1505919,03427515
1505923,03427516
1505928,03427517
1505932,03427518
1505936,03427519
1505951,03427522
1505951,03427522
1505989,03427529
1505993,03427530
1506623,03427532
1506629,03427533
1506657,03427539
1506667,03427541
1506671,03427542
1506675,03427543
1506679,03427544
1506687,03427546
1506697,03427548
1506701,03427549
1506701,03427549
1506705,03427550
1506710,03427551
1506710,03427551
1506714,03427552
1506728,03427554
1506732,03427555
1506736,03427556
1506748,03427558
1506756,03427560
1506760,03427561
1506764,03427562
1506772,03427564
1506776,03427565
1506776,03427565
1506793,03427568
1506798,03427569
1506807,03427571
1506819,03427574
1506824,03427575
1506835,03427577
1506847,03427579
1506847,03427579
1506859,03427581
1506867,03427583
1506867,03427583
1506871,03427584
1506876,03427585
1506889,03427588
1506899,03427590
1506904,03427591
1506904,03427591
1506909,03427592
1506919,03427594
1506932,03427597
1506937,03427598
1506943,03427599
1506958,03427602
1506963,03427603
1506967,03427604
1506971,03427605
1506979,03427607
1506995,03427610
1506999,03427611
1507012,03427613
1507017,03427614
1507021,03427615
1507031,03427616
1507056,03427619
1507056,03427619
1507077,03427622
1507081,03427623
1507087,03427624
1507087,03427624
1507099,03427625
1507107,03427627
1506019,03427631
1506031,03427634
1506056,03427639
1506056,03427639
1506069,03427642
1506073,03427643
1506090,03427647
1506095,03427648
1506103,03427650
1506107,03427651
1506115,03427653
1506123,03427655
1506127,03427656
1506131,03427657
1506136,03427658
1506167,03427665
1506176,03427667
1506185,03427669
1506190,03427670
1506190,03427670
1506194,03427671
1506194,03427671
1506207,03427674
1506217,03427676
1506235,03427680
1506245,03427682
1506245,03427682
1506253,03427684
1506274,03427685
1506322,03427686
1506355,03427688
1506397,03427690
1506397,03427690
1506426,03427691
1506448,03427696
1506452,03427697
1506465,03427700
1506469,03427701
1506484,03427704
1506488,03427705
1506488,03427705
1506488,03427705
1506488,03427705
1506488,03427705
1506488,03427705
1506488,03427705
1506488,03427705
1506488,03427705
1506488,03427705
1506494,03427706
1506508,03427709
1506518,03429911
1506522,03429912
1506532,03429914
1506536,03429915
1506552,03429918
1506556,03429919
1506564,03429920
1506564,03429920
1506569,03429921
1506573,03429922
1506620,03429930
1506624,03429931
1506630,03429932
1506640,03429934
1506668,03429940
1506672,03429941
1506680,03429943
1506690,03429945
1506694,03429946
1506702,03429948
1506716,03429951
1506716,03429951
1506723,03429952
1506733,03429954
1506738,03429955
1506738,03429955
1506753,03429958
1506757,03429959
1506769,03429962
1506773,03429963
1506778,03429964
1506782,03429965
1506788,03429966
1506804,03429969
1506820,03429973
1506826,03429974
1506831,03429975
1506836,03429976
1506836,03429976
1506836,03429976
1506843,03429977
1506860,03429980
1506860,03429980
1506868,03429982
1506877,03429984
1506882,03429985
1506886,03429986
1506900,03429989
1506914,03429992
1506924,03429994
1506938,03429997
1506955,03430000
1506955,03430000
1506959,03430001
1506959,03430001
1506968,03430003
1506976,03430005
1506996,03430009
1507001,03430010
1507001,03430010
1507013,03430012
1507018,03430013
1507022,03430014
1507045,03430016
1507053,03430017
1507057,03430018
1507073,03430020
1507073,03430020
1507078,03430021
1507088,03430023
1507100,03430024
1507104,03430025
1507108,03430026
1507114,03430027
1507139,03430028
1507154,03430029
1507192,03430030
1507204,03430031
1507212,03430033
1507222,03430034
1507228,03430035
1507228,03430035
1507233,03430036
1507237,03430037
1507244,03430038
1507255,03430040
1507259,03430041
1507263,03430042
1507284,03430046
1507290,03430047
1507294,03430048
1507307,03430050
1507312,03430051
1507316,03430052
1507316,03430052
1507320,03430053
1507324,03430054
1507329,03430055
1507341,03430058
1507353,03430061
1507357,03430062
1507362,03430063
